mass_A
t	y
0.0	-1.3877787807814457E-17
0.01665555555555602	-1.3877787807814457E-17
0.03331111111111113	0.009050761926120407
0.04996666666666715	0.022865082760725255
0.06662222222222226	0.033106734413966776
0.08327777777777737	0.04263385223093564
0.09993333333333339	0.04858830086654117
0.1165888888888885	0.055019105392995156
0.13324444444444453	0.06573711293708512
0.14990000000000053	0.07145338362726643
0.16655555555555565	0.07526423075405397
0.18332222222222208	0.07867513741415001
0.1999777777777772	0.07943035998276599
0.21663333333333412	0.08018558255138195
0.23328888888888924	0.08603855745815571
0.24994444444444433	0.08641616874246369
0.26660000000000034	0.08547214053169373
0.2832555555555555	0.08094080511999792
0.2999111111111106	0.07924155434061199
0.3165666666666666	0.07810872048768804
0.33322222222222264	0.0743326076446082
0.34987777777777773	0.07112291172799032
0.36653333333333377	0.06621396503198652
0.38318888888888886	0.061305018335982724
0.3998444444444449	0.05507443214490098
0.4165	0.05167593058612912
0.4331555555555551	0.04808862338520327
0.44981111111111205	0.043934899257815435
0.46646666666666714	0.040536397699043575
0.48323333333333357	0.03789311870888769
0.49988888888888866	0.03562745100303978
0.5165444444444438	0.034683422792269825
0.5332000000000007	0.03487222843442381
0.5498555555555559	0.035438645360885784
0.5665111111111119	0.03657147921380974
0.5831666666666669	0.03789311870888769
0.599822222222222	0.040158786414735595
0.6164777777777781	0.0424244541205835
0.6331333333333332	0.045256538752893385
0.6497888888888892	0.04771101210089528
0.6664444444444453	0.050731902375359156
0.6831000000000004	0.05337518136551505
0.6997555555555555	0.055829654713516946
0.7164111111111114	0.0569624885664409
0.7330666666666666	0.05847293370367284
0.7497222222222217	0.05979457319875078
0.7663777777777786	0.06054979576736676
0.7830333333333338	0.06092740705167474
0.7996888888888889	0.061305018335982724
0.8163444444444449	0.061305018335982724
0.833	0.06092740705167474
0.8497666666666673	0.06054979576736676
0.8664222222222224	0.05960576755659679
0.8830777777777785	0.05828412806151885
0.8997333333333336	0.0571512942085949
0.9163888888888887	0.05620726599782493
0.9330444444444447	0.054508015218439
0.9496999999999998	0.053752792649823036
0.9663555555555559	0.052242347512591096
0.9830111111111118	0.05148712494397513
0.9996666666666669	0.050543096733205166
1.0163222222222221	0.04997667980674319
1.032977777777778	0.049032651595973226
1.0496333333333332	0.048655040311665246
1.0662888888888884	0.04846623466951125
1.0829444444444452	0.04808862338520327
1.0996000000000004	0.04808862338520327
1.1162555555555556	0.04846623466951125
1.1329111111111114	0.048843845953819236
1.1495666666666666	0.049032651595973226
1.1662222222222218	0.04922145723812722
1.1828777777777786	0.0495990685224352
1.1995333333333338	0.04997667980674319
1.2161888888888888	0.050354291091051176
1.2328444444444449	0.050354291091051176
1.2496111111111112	0.050731902375359156
1.2662666666666664	0.05110951365966714
1.2829222222222225	0.05148712494397513
1.2995777777777784	0.05148712494397513
1.3162333333333336	0.05092070801751315
1.3328888888888888	0.05148712494397513
1.3495444444444447	0.05167593058612912
1.3661999999999999	0.05148712494397513
1.382855555555556	0.05110951365966714
1.3995111111111118	0.05129831930182113
1.416166666666667	0.05129831930182113
1.432822222222222	0.05148712494397513
1.449477777777778	0.05148712494397513
1.4661333333333333	0.05148712494397513
1.4827888888888883	0.05148712494397513
1.4994444444444452	0.05148712494397513
1.5161000000000004	0.05148712494397513
1.5327555555555554	0.05148712494397513
1.5494111111111115	0.05148712494397513
1.5660666666666665	0.05148712494397513
1.5827222222222217	0.05148712494397513
1.5993777777777778	0.05148712494397513
1.616144444444445	0.05148712494397513
1.6328000000000003	0.05167593058612912
