mass_A
t	y	x
0.0	0.0	0.0021471483499282545
0.01665555555555511	0.0	0.0032207225248923887
0.03331111111111022	0.006012015379799118	0.0032207225248923887
0.049966666666665334	0.01524475328449064	0.004509011534849339
0.06662222222222045	0.026839354374103244	0.0040795818648636795
0.08327777777777737	0.036930951618766056	0.0040795818648636795
0.09993333333333249	0.04487540051350063	0.0038648670298708637
0.11658888888888759	0.053678708748206495	0.002361863184921098
0.1332444444444427	0.0603348686329841	-0.0019324335149354388
0.1498999999999978	0.06570273950780475	-0.0025765780199139138
0.16655555555555474	0.06978232137266845	-0.002361863184921084
0.18321111111110805	0.07407661807252497	-0.0034354373598852184
0.19986666666666497	0.07643848125744605	-0.0032207225248923887
0.21652222222221826	0.07837091477238149	-0.0032207225248923887
0.23317777777777518	0.0792297741123528	-0.003650152194878048
0.24983333333333213	0.07987391861733127	-0.003006007689899559
0.2665999999999949	0.07987391861733127	-0.0038648670298708776
0.2832555555555555	0.08030334828731692	-0.0038648670298708776
0.29991111111110874	0.07794148510239583	-0.0034354373598852184
0.3165666666666657	0.07579433675246758	-0.003650152194878048
0.33322222222222264	0.07386190323753214	-0.003650152194878048
0.3498777777777759	0.07128532521761824	-0.0038648670298708776
0.3665333333333328	0.06784988785773302	-0.003650152194878048
0.38318888888888614	0.06355559115787648	-0.003650152194878048
0.39984444444444306	0.05990543896299844	-0.003650152194878048
0.4165	0.05496699775816345	-0.0027912928549067434
0.4331555555555533	0.05170281392033845	-2.9286545274323506E-4
0.4498111111111102	0.047592729390893616	0.0014196697678587888
0.46646666666666353	0.04502392655999058	0.0015909232899189857
0.48312222222222045	0.042112616684967144	0.0015909232899189857
0.4997777777777774	0.039886320898184516	0.0012484162457985781
0.5164333333333306	0.03885879976582331	0.0012484162457985781
0.5330888888888876	0.03885879976582331	0.0012484162457985781
0.5497444444444409	0.03885879976582331	0.0012484162457985781
0.5663999999999978	0.040057574420244726	0.0010771627237383813
0.5830555555555511	0.04194136316290695	2.2089511343736934E-4
0.5998222222222211	0.043311391339388564	7.346556796179876E-4
0.6164777777777781	0.04553768712617119	0.0010771627237383813
0.6331333333333314	0.04793523643501401	5.634021575577769E-4
0.6497888888888883	0.050504039265917046	7.346556796179876E-4
0.6664444444444453	0.052559081530639463	9.059092016781845E-4
0.6830999999999986	0.05478537731742209	-4.641189748034319E-4
0.6997555555555555	0.05632665901596391	-0.002861668283646257
0.7164111111111088	0.05803919423656593	-0.0032041753277666646
0.7330666666666656	0.059066715368927145	-0.0032041753277666646
0.749722222222219	0.06009423650128835	-0.0032041753277666646
0.7663777777777759	0.06112175763364956	-0.0030329218057064677
0.7830333333333328	0.06180677172189037	-0.002861668283646257
0.7996888888888861	0.061635518199830173	-0.0030329218057064677
0.8163444444444431	0.061293011155709766	-0.0032041753277666646
0.8329999999999964	0.060950504111589365	-0.0030329218057064677
0.8496555555555533	0.06060799706746896	-0.002861668283646257
0.8663111111111103	0.05975172945716795	-0.002861668283646257
0.8829666666666636	0.05889546184686694	-0.00269041476158606
0.8996222222222204	0.05803919423656593	-0.002176654195405456
0.9162777777777737	0.05735418014832512	-0.002005400673345245
0.9330444444444438	0.055984151971843504	-0.002005400673345245
0.9497000000000008	0.054956630839482296	-0.0013203865851044438
0.966355555555554	0.05392910970712108	-6.353724968636287E-4
0.983011111111111	0.053072842096820075	5.634021575577769E-4
0.9996666666666643	0.05238782800857926	0.0012484162457985781
1.0163222222222212	0.05136030687621806	0.0014196697678587888
1.032977777777778	0.05101779983209764	0.0015909232899189857
1.0496333333333314	0.050332785743856835	0.0017621768119791964
1.0662888888888884	0.05016153222179664	0.0017621768119791964
1.0829444444444416	0.05016153222179664	0.0017621768119791964
1.0995999999999986	0.050504039265917046	0.0014196697678587888
1.1162555555555518	0.050846546310037447	0.0014196697678587888
1.1329111111111088	0.05136030687621806	0.0012484162457985781
1.1495666666666657	0.05170281392033845	0.0012484162457985781
1.166222222222219	0.05170281392033845	0.0012484162457985781
1.182877777777776	0.05221657448651906	0.0012484162457985781
1.1995333333333291	0.05238782800857926	0.0012484162457985781
1.216188888888886	0.05238782800857926	0.0014196697678587888
1.2329555555555562	0.052559081530639463	0.0014196697678587888
1.2496111111111095	0.053072842096820075	0.0014196697678587888
1.2662666666666664	0.053072842096820075	0.0014196697678587888
1.2829222222222196	0.053072842096820075	0.0014196697678587888
