mass_A
t	y	x
1.2995777777777766	0.05324409561888027	0.0014196697678587888
1.3162333333333336	0.05324409561888027	0.0014196697678587888
1.3328888888888868	0.05324409561888027	0.0014196697678587888
1.3495444444444438	0.05324409561888027	0.0014196697678587888
1.3661999999999972	0.05324409561888027	0.0014196697678587888
1.382855555555554	0.05358660266300068	0.0014196697678587888
1.399511111111111	0.05358660266300068	0.0014196697678587888
1.4161666666666641	0.05358660266300068	0.0014196697678587888
1.432822222222221	0.05358660266300068	0.0014196697678587888
1.4494777777777745	0.05341534914094048	0.002789697944340405
1.4661333333333313	0.05324409561888027	0.0026184444222801945
1.4827888888888883	0.05324409561888027	0.0026184444222801945
1.4994444444444417	0.05324409561888027	0.0026184444222801945
1.5160999999999984	0.05324409561888027	0.0026184444222801945
1.5327555555555519	0.05341534914094048	0.0026184444222801945
1.5494111111111089	0.05341534914094048	0.0026184444222801945
1.5661777777777788	0.05341534914094048	0.0026184444222801945
1.5828333333333322	0.05341534914094048	0.0026184444222801945
1.599488888888889	0.05324409561888027	0.002960951466400602
1.6161444444444424	0.05324409561888027	0.0031322049884608127
1.6327999999999994	0.05324409561888027	0.0031322049884608127
1.6494555555555526	0.05324409561888027	0.0031322049884608127
1.6661111111111095	0.053414766285512665	0.0036861428390170814
1.6827666666666665	0.053414766285512665	0.0036861428390170814
1.6994222222222197	0.053414766285512665	0.0036861428390170814
1.7160777777777767	0.053414766285512665	0.0035149423038139532
