mass_A
t	y
0.0	9.138788051715752E-4
0.01665555555555511	9.138788051715752E-4
0.03331111111111113	0.0013057594073334622
0.04996666666666624	0.0015670131421080258
0.06662222222222135	0.0015670131421080258
0.08327777777777828	0.0015670131421080258
0.09993333333333339	0.0014363862747207579
0.1165888888888885	0.0014363862747207579
0.13324444444444453	0.0047020579594030665
0.14989999999999964	0.0129315506048025
0.16655555555555474	0.026777998547855508
0.18332222222222208	0.035921879264966
0.1999777777777781	0.04807017793198422
0.2166333333333332	0.057255139483282744
0.23328888888888832	0.06565826179471225
0.24994444444444433	0.07550517352074555
0.26659999999999945	0.08118166979860016
0.2832555555555555	0.08759690039695386
0.2999111111111115	0.09434111717983852
0.3165666666666666	0.09845344448647551
0.3332222222222217	0.10059185468592674
0.34987777777777773	0.10273026488537798
0.3665333333333328	0.10388171653123635
0.38318888888888797	0.1042107027157673
0.3998444444444449	0.1042107027157673
0.4165	0.10273026488537798
0.4331555555555551	0.1000983754091303
0.4498111111111111	0.09269618625718373
0.46646666666666625	0.08989980368867057
0.48312222222222134	0.08463602473617524
0.4997777777777774	0.082497614536724
0.5164333333333334	0.08134616289086563
0.5330888888888885	0.07690484939969769
0.5498555555555549	0.07476643920024645
0.566511111111111	0.06835120860189274
0.5831666666666661	0.06440337438752124
0.599822222222222	0.06078452635768068
0.6164777777777781	0.05700118523557465
0.6331333333333332	0.05552074740518534
0.6497888888888883	0.05371132339026506
0.6664444444444444	0.053217844113468624
0.6830999999999995	0.052724364836672186
0.6997555555555546	0.05387581648253055
0.7164111111111114	0.0550272681283889
0.7330666666666666	0.05700118523557465
0.7497222222222217	0.06045554017314973
0.7663777777777777	0.06177148491127356
0.7830333333333328	0.06423888129525576
0.799688888888888	0.06703526386376892
0.816344444444444	0.06900918097095467
0.833	0.07147657735493686
0.8496555555555552	0.0727925220930607
0.8663111111111111	0.07558890466157385
0.8829666666666662	0.07739832867649413
0.8996222222222213	0.07805630104555604
0.9163888888888887	0.07871427341461795
0.9330444444444447	0.07953673887594537
0.9496999999999998	0.07970123196821083
0.966355555555555	0.07937224578367988
0.983011111111111	0.07941465148729926
0.999666666666666	0.07895297648821734
1.0163222222222212	0.07812196148986991
1.032977777777778	0.07710627649188971
1.0496333333333332	0.07627526149354229
1.0662888888888884	0.07525957649556209
1.0829444444444443	0.07387455149831637
1.0995999999999995	0.07248952650107064
1.1162555555555547	0.07258186150088702
1.1329111111111105	0.07064282650474302
1.1495666666666666	0.06944247150713005
1.1662222222222218	0.06851912150896623
1.1828777777777777	0.06741110151116966
1.199533333333333	0.0672264315115369
1.2161888888888888	0.06676475651245499
1.232844444444444	0.06676475651245499
1.2495	0.06676475651245499
1.266155555555556	0.06704176151190414
1.2829222222222216	0.06741110151116966
1.2995777777777775	0.06787277651025157
1.3162333333333327	0.06805744650988434
1.3328888888888888	0.06833445150933348
1.3495444444444447	0.06879612650841538
1.3661999999999999	0.0691654665076809
1.382855555555556	0.0697194765065792
1.399511111111111	0.06990414650621196
1.4161666666666661	0.06999648150602834
1.432822222222222	0.07018115150566111
1.449477777777778	0.07027348650547749
1.4661333333333333	0.07045815650511025
1.4827888888888892	0.0707351615045594
1.4994444444444444	0.07055049150492664
1.5160999999999996	0.07055049150492664
1.5327555555555554	0.07055049150492664
1.5494111111111106	0.07064282650474302
1.5660666666666665	0.07082749650437578
1.5827222222222226	0.07101216650400854
1.5993777777777778	0.07101216650400854
1.6160333333333328	0.07101216650400854
1.6326888888888889	0.07101216650400854
1.6494555555555552	0.07101216650400854
1.6661111111111113	0.07101216650400854
1.6827666666666665	0.07091983150419215
1.6994222222222224	0.07110450150382493
1.7160777777777776	0.0711968365036413
1.7327333333333326	0.0711968365036413
1.7493888888888887	0.0711968365036413
1.7660444444444447	0.0711968365036413
1.7826999999999997	0.07138150650327407
1.7993555555555558	0.07128917150345768
1.816011111111111	0.07128917150345768
1.832666666666666	0.07128917150345768
1.849322222222222	0.07128917150345768
1.8659777777777773	0.07128917150345768
1.8826333333333332	0.07128917150345768
1.8992888888888892	0.07128917150345768
1.9159444444444444	0.07128917150345768
1.9325999999999994	0.07128917150345768
1.9492555555555555	0.07128917150345768
1.9659111111111105	0.07128917150345768
1.982677777777778	0.07128917150345768
1.999333333333333	0.07128917150345768
2.015988888888889	0.07128917150345768
2.0326444444444443	0.07128917150345768
2.0492999999999992	0.07128917150345768
2.065955555555555	0.07128917150345768
2.0826111111111114	0.07128917150345768
